base_user,imp_user,direction,mode,modality,fusion,k,threshold,tau_eer,tn,fp,fn,tp,accuracy,precision,recall,f1,frr,far,eer
user8,user3,user8->user3,unimodal_all,,,,0.9583340883255005,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user8,user4,user8->user4,unimodal_all,,,,0.9539573788642883,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user8,user5,user8->user5,unimodal_all,,,,0.9456533789634705,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user8,user6,user8->user6,unimodal_all,,,,0.9594951868057251,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user8,user7,user8->user7,unimodal_all,,,,0.9527457356452942,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user8,user9,user8->user9,unimodal_all,,,,0.9601222276687622,1.0,10,0,0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0
user9,user1,user9->user1,unimodal_all,,,,0.9002867341041565,1.0,1,9,0,30,0.775,0.7692307692307693,1.0,0.8695652173913044,0.9,0.0,0.3
user9,user10,user9->user10,unimodal_all,,,,0.9226706624031067,0.9315752983093262,1,9,26,4,0.125,0.3076923076923077,0.13333333333333333,0.18604651162790697,0.9,0.8666666666666667,0.8833333333333333
user9,user11,user9->user11,unimodal_all,,,,0.9438118934631348,1.0,1,9,0,30,0.775,0.7692307692307693,1.0,0.8695652173913044,0.9,0.0,0.3
user9,user12,user9->user12,unimodal_all,,,,0.9113949537277222,1.0,1,9,0,30,0.775,0.7692307692307693,1.0,0.8695652173913044,0.9,0.0,0.3
user9,user2,user9->user2,unimodal_all,,,,0.928149938583374,1.0,1,9,0,30,0.775,0.7692307692307693,1.0,0.8695652173913044,0.9,0.0,0.3
user9,user3,user9->user3,unimodal_all,,,,0.9266201257705688,1.0,1,9,0,30,0.775,0.7692307692307693,1.0,0.8695652173913044,0.9,0.0,0.3
user9,user4,user9->user4,unimodal_all,,,,0.9155682921409607,1.0,1,9,0,30,0.775,0.7692307692307693,1.0,0.8695652173913044,0.9,0.0,0.3
user9,user5,user9->user5,unimodal_all,,,,0.940250813961029,0.9729431867599487,2,8,25,5,0.175,0.38461538461538464,0.16666666666666666,0.2325581395348837,0.8,0.8333333333333334,0.8166666666666667
user9,user6,user9->user6,unimodal_all,,,,0.9416099786758423,1.0,1,9,0,30,0.775,0.7692307692307693,1.0,0.8695652173913044,0.9,0.0,0.3
user9,user7,user9->user7,unimodal_all,,,,0.907176673412323,1.0,1,9,0,30,0.775,0.7692307692307693,1.0,0.8695652173913044,0.9,0.0,0.3
user9,user8,user9->user8,unimodal_all,,,,0.8999216556549072,1.0,1,9,0,30,0.775,0.7692307692307693,1.0,0.8695652173913044,0.9,0.0,0.3
MEAN,,,,,,,0.9006268765890237,0.9362849177736224,8.204545454545455,1.7954545454545454,3.856060606060606,26.143939393939394,0.8587121212121211,0.8983633966572339,0.8714646464646465,0.858374646358495,0.17954545454545456,0.12853535353535356,0.07525252525252524
